순,등록번호,제어번호,서명,저자,출판사,발행지,ISBN,KDC,청구기호,상태,확신도,QA 지적,needs_info,메모
222,EM197673,000007281927,솔 벨로 2,지은이: 솔 벨로 ;옮긴이: 김현우,현대문학,서울,9791167903716,843.5,843.5 벨295솔,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
223,EM197674,000007281928,수평선 너머,지은이: 벤자민 마이어스 ;옮긴이: 최리외,다산책방,파주,9791130676777,843.7,843.7 마68수,ok,high,,,
224,EM197675,000007281929,슬픈 호랑이,네주 시노 지음 ;이세욱 옮김,열린책들,파주,9788932925653,843.7,843.7 시195슬,ok,high,,,
225,EM197676,000007281930,시부야의 초급반,남궁인 지음,문학동네,파주,9791141617196,818,818 남16시,ok,high,,,사서 힌트 813(소설)은 책소개 및 목차상의 '여행 에세이'라는 장르와 불일치하여 배제함. 자관에서 동일 저자의 에세이를 818로 분류하고 있어 이를 따름.
226,EM197677,000007281931,신세기 도킹 스테이션,지은이: 윤다미,교유서가,파주,9791124128978,811.7,811.7 윤22신,ok,high,,,
227,EM197678,000007281932,쓰는 동안 조금씩 어른이 되었다,라비니야 지음,모티브,,9791124649220,818,818 라48쓰,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
228,EM197679,000007281933,아멜리아와 꿀벌들,모니카 로드리게스 글 ;김정하 옮김,풀빛미디어,서울,9788967342265,873,873 로27아,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충 / 분류 힌트 863(이탈리아 소설)은 저자 국적(스페인)과 자관 기존 분류(873)에 따라 873(스페인 소설)로 정정
229,EM197680,000007281934,아이를 위한 부모 인문학,김미영 글 ;진미경 그림,바이북스,서울,9791158774127,100,100 김38아,ok,high,,,
230,EM197681,000007281935,악마는 열심히 산다,지은이 김화진,민음사,서울,9788937477478,813.7,813.7 김95악,ok,high,,,
231,EM197682,000007281936,애니가 남긴 것,애너 퀸들런 소설 ;김지현 옮김,리프,,9791124591055,843.7,843.7 퀸27애,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
232,EM197683,000007281937,어느 영화의 이변에 대한 목격 정보를 모집합니다,카이토 모지 지음 ;나현채 옮김,북플라자,서울,9791124712016,800,800 카68어,ok,high,,,
233,EM197684,000007281938,어떤 여름방학,지은이: 궁리,휴머니스트,서울,9791170875253,814.7,814.7 궁298어,ok,high,,,
234,EM197685,000007281939,얼음 녹이기,지은이: 김서해,슬로우리드,서울,9791199603660,813.7,813.7 김54얼,ok,high,,,
235,EM197686,000007281940,"얼지 마, 죽지 마, 사랑하게 될 거야",지은이: 권혜영,은행나무,서울,9791167376688,813.7,813.7 권94얼,ok,high,,,
236,EM197687,000007281941,얽히는 돌봄,"희음,김누리,윤은성,최예린,김혜수,보란 지음",오월의봄,파주,9791168731844,309.111,309.111 희67얽,ok,high,,,
237,EM197688,000007281942,여러 개의 북을 두드리며,지은이: 올가 토카르추크 ;옮긴이: 최성은,은행나무,서울,9791167376442,892.95,892.95 토872여,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충 / 자관 동일 저자 도서 분포에 따라 892.95(폴란드 문학)로 분류함.
238,EM197689,000007281943,여름,지은이: 이디스 워튼 ;옮긴이: 김가원,책깃,,9791165704278,843.6,843.6 워887여,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
239,EM197690,000007281944,"여보세요, 맞춤법 때문에 전화했습니다",이현영 지음,한겨레출판,서울,9791172134006,814.7,814.7 이94여,ok,high,,,사서 힌트 813(소설)은 내용과 맞지 않아 수필(814)로 분류함.
240,EM197691,000007281945,연이 이야기,지은이: 소복이,사계절,파주,9791169814492,818,818 소45연,ok,high,,,"자관에서는 동일 저자의 이전 작품(나의 열두 살에게, 왜 우니?)을 813.8(소설)로 분류하였으나, 본 자료는 책소개에서 명시적으로 에세이로 기술되어 있고 사서 힌트 및 자관 세목 분포(818: 999건)에 따라 818로 분류함."
241,EM197692,000007281946,오프사이드,저자 : 김미조,안전가옥,서울,9791194891154,813.7,813.7 김38오,ok,high,,,
242,EM197693,000007281947,우리 동네 흉가로 놀러 오세요,지은이: 전건우,시공사,서울,9791171259540,813.7,813.7 전14우,ok,high,,,
243,EM197694,000007281948,우리 집 댕냥이가 죽으면 어떡하지?,지은이: 시와오 ;옮긴이: 김현정,서울미디어코믹스(서울문화사),서울,9791142819629,818,818 시65우,qa_failed,high,번역서인데 041이 없습니다. / 번역서인데 546 언어주기가 없습니다.,번역서로 판단되나 원어를 확인하지 못했습니다(041·546 미생성).,
244,EM197695,,우리는 가장 밝은 밤에 헤어졌다,표도르 도스토옙스키 지음 ;김희숙 옮김,윌마,,9791199757684,,,error,,,,
245,EM197696,000007281949,우리의 여름은 문장이 된다,지은이: 이시은,빅피시,,9791124137574,818,818 이58우,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
246,EM197697,000007281950,우린 반드시 행복해진다,지은이: 조성용,북갈피,서울,9791199007772,818,818 조54우,ok,high,,,
247,EM197698,000007281951,유심인,정윈만 지음 ;김소희 옮김,빈페이지,서울,9791193873274,823.7,823.7 정66유,ok,high,,,번역 정보 original_author_native를 웹 조사 결과에서 보충
248,EM197699,000007281952,이 완벽한 날,아이라 레빈 지음 ;김승욱 옮김,허블,서울,9791193078907,843.6,843.6 레48이,ok,high,,,"자관 동일 저자 도서 《로즈메리의 아들》은 843으로 분류되어 있으나, KDC 6판 및 자관 세목 분포(843.6 78건)를 고려하여 20세기 미국소설 세목인 843.6을 부여함."
249,EM197700,000007281953,이자만큼 성실하게,지은이: 이소호,교유서가,파주,9791124128909,813.7,813.7 이55이,ok,high,,,
250,EM197701,000007281954,인간의 목소리,지은이: 장 콕토 ;옮긴이: 신유진,알마,서울,9791159924897,862,862 콕885인,ok,high,,,
251,EM197702,000007281955,일리아스 좋아하세요?,"하길,이준석 지음",창비,파주,9788936481285,881.07,881.07 하18일,ok,high,,,
252,EM197703,000007281956,일상주의자의 감각,지은이: 김이나,이야기장수,파주,9791194184638,818,818 김68일,ok,high,,,자관 세목 분포에 814(수필)가 없고 동일 저자의 이전 수필집이 818로 분류되어 있어 자관 관례에 따라 818로 분류함.
253,EM197704,000007281957,잘 우는 사람이 되고 싶어,지은이: 정재율,현대문학,서울,9791167903723,818,818 정73잘,ok,high,,,
254,EM197705,000007281958,장안의 여지,지은이: 마보융 ;옮긴이: 임주영,문학동네,파주,9791141616748,823.7,823.7 마45장,ok,high,,,
255,EM197706,000007281959,저 밖에서 비명 소리가,조던 필 엮음 ;이나경 옮김,황금가지,서울,9791170527060,843.6,843.6,qa_failed,high,저자기호가 비어 있습니다.,저자기호: 저자명 '필'이 한 글자라 둘째 글자가 없습니다. 사서 확인이 필요합니다.,
256,EM197707,000007281960,절기 감각,이주연 지음,샘터사,서울,9788946423381,814,814 이76절,ok,high,,,"자관에서는 동일 저자의 이전 수필(봄은 핑계고)을 818(기타 한국문학)로 분류하였으나, 프롬프트의 형식구분 지침(수필 814)에 따라 814를 부여함."
257,EM197708,000007281961,조선 괴이 탐정단,글쓴이: 정명섭,북멘토(도서출판),서울,9788963196930,813.7,813.7 정35조,ok,high,,,"저자기호 충돌(정34조, 기존 EM0191674 조선 변호사 홍랑) → +1 조정"
258,EM197709,000007281962,"조선 소녀 탐정, 비야의 사건일지",지은이: 이문영,서해문집,서울,9791124638057,813.7,813.7 이36조,ok,high,,,
259,EM197710,000007281963,존재의 대연쇄,지은이: 단요,사계절,파주,9791169814454,813.7,813.7 단65존,ok,high,,,
260,EM197711,000007281964,"좋겠다, 아무것도 안 하고 월급 받으면",지은이: 박선영,허블,서울,9791124668146,813.8,813.8 박54좋,ok,high,,,"자관에서 동일 저자의 소설(노란 길을 지켜 줘, 같이 가요)을 813.8로 분류하고 있어 자관 일관성을 위해 813.8로 분류함."
261,EM197712,000007281965,죽음의 수용소 이후,빅터 프랭클 지음 ;유영미 옮김,북하우스,서울,9791164053629,186.5,186.5 프294죽,ok,high,,,"번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충 / 자관 동일 저자 도서(무의미의 의미, 죽음의 수용소에서)의 분류(186.5)를 따라 윤리학, 도덕철학으로 분류함. / 사서 힌트 800 문학은 내용과 맞지 않아 배제함. / 저자기호 충돌(프293죽, 기존 EM0193073 (빅터 프랭클의) 죽음의 수용소에서) → +1 조정"
262,EM197713,000007281966,죽음의 인연,오야마 세이이치로 지음 ;한수진 옮김,리드비,인천,9791192738819,800,800 오63죽,needs_info,low,,목차 / 책소개 / 원표제,붉은 박물관 시리즈 3
263,EM197714,,"지나간 계절 모두, 북해도",지은이: 민병훈,안온북스,서울,9791192638881,,,error,,,,
264,EM197715,000007281967,지상의 밤,지은이: 임선우,문학동네,파주,9791141603359,813.7,813.7 임54지,ok,high,,,
265,EM197716,000007281968,진실과 보늬,지은이: 설재인,라임,서울,9791194028772,813.7,813.7 설73진,ok,high,,,
266,EM197717,000007281969,진짜 새랑 눈이 마주쳤다니까요,이이은 지음,보리,파주,9791163144793,814,814 이68진,ok,high,,,
267,EM197718,000007281970,집으로의 긴 여행,저자 : 유디트 헤르만,마르코폴로,세종,9791124110256,853,853 헤297집,ok,high,,,
268,EM197719,000007281971,책갈피와 거짓말의 계절,지은이: 요네자와 호노부 ;옮긴이: 김선영,엘릭시르,파주,9791141603045,833.6,833.6 요194책,ok,high,,,사서 제시 분류 힌트 863(프랑스 소설)은 오기호로 판단됨. 자관에서 동일 저자의 기존 도서를 모두 833.6으로 분류하고 있으므로 이에 따라 833.6을 부여함.
269,EM197720,000007281972,출근 인사,저자 : 유희경,핀드,고양,9791199801271,814.7,814.7 유97출,ok,high,,,
270,EM197721,000007281973,코끼리를 목욕시키는 여자,지은이: 화바이룽 ;옮긴이: 김소희,서사원,서울,9791168225909,823.7,823.7 화42코,ok,high,,,
271,EM197722,000007281974,코헨을 듣는 시간,"지은이: 고영범,최영진",싱긋,,9791124128893,817,817 고64코,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
272,EM197723,000007281975,텅 빈 마음 가진 채로,지은이: 김화진,문학과지성사,서울,9788932045573,813.7,813.7 김95텅,ok,high,,,
273,EM197724,000007281976,펀치 : 맞을수록 강해지는 만화 편집자 이야기,저자 : 김해인,스위밍꿀,,9791193773178,814.7,814.7 김93펀,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
274,EM197725,000007281977,평화로운 우리의 비건 식탁에 놀러 오세요,은영 지음,느린서재,,9791193749470,596.81,596.81 은64평,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
275,EM197726,000007281978,폭염 대피소,"글쓴이: 박지숙,김새벽,김민정",다산책방,파주,9791130681870,813.8,813.8 박78폭,ok,high,,,
276,EM197727,000007281979,하터,지은이: 이지은,열림원,파주,9791170403784,813.8,813.8 이79하,ok,high,,,"저자기호 충돌(이78하, 기존 EM0197348 하트는 왜 하트일까?) → +1 조정"
277,EM197728,000007281980,한눈에 읽는 오디세이,호메로스 지음 ;은상 엮음,빚은책들,,9791171212316,813.7,813.7 호34한,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"자관에는 호메로스의 원전 및 번역서가 892.1(그리스문학)에 분류되어 있으나, 본 자료는 한국인이 원전을 현대적으로 재해석하여 재구성한 창작 소설에 해당하므로 813(한국문학)으로 분류함."
278,EM197729,000007281981,한 장만 더 쓰고 한잔하러 가자,"서고운,예소연",안온북스,서울,9791192638904,814.7,814.7 서15한,ok,high,,,
279,EM197730,000007281982,햇생강이 나오면,"강우근 외 22인,강지이,김보나,김상희,김진선,김혜연,남현지,박지일,신준영,여세실,우은주,유선혜,유수연,이용훈,이자켓,이하윤,임유영,임주아,장혜령,조성래,조온윤,주민현,한여진 지음 ;박준 외,송종원,안희연,황인찬 엮음",창비,파주,9788936481599,811.7,811.7 강66햇,ok,high,,,사서 힌트 813(소설)은 책소개(시집)와 상이하므로 811.7(시)로 분류함.
280,EM197731,000007281983,흔들리는 것들의 시선에서,저자 : 이꽃님,이끌,하남,9791198792136,813.7,813.7 이15흔,ok,high,,,
281,EM197732,,"다시, 마르크스를 읽어야 할 때",류대영 지음,푸른역사,서울,9791156123439,,,error,,,,
282,EM197733,000007281984,도슨트처럼 박물관 걷기,마일로 로시 지음 ;안진이 옮김,현대지성,서울,9791139732221,900,900 로58도,ok,high,,,번역 정보 original_language를 웹 조사 결과에서 보충 / 번역 정보 original_language_ko를 웹 조사 결과에서 보충 / 번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
283,EM197734,000007281985,물질이 일상에서 이렇게 문명을 바꿀 줄이야,저자 : 홍익희,체인지업,울산,9791191378993,909,909 홍68물,ok,high,,,
284,EM197735,000007281986,살면서 딱 한 번 읽는 인물 한국사,박윤서 지음,온더페이지,,9791124637012,911,911 박66살,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
285,EM197736,000007281987,세상에서 가장 짧은 중국사,린다 제이빈 지음 ;최경은 옮김,진성북스,서울,9788997743735,911,911 제68세,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충
286,EM197737,000007281988,슈타지랜드,지은이: 애나 펀더 ;옮긴이: 서제인,생각의힘,,9791194880912,900,900 펀24슈,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"전작(조지 오웰 뒤에서)은 영문학/전기 분야이나, 본서는 동독 슈타지와 감시 체제를 다룬 르포르타주로 역사(900) 분야로 분류함이 타당함."
287,EM197738,000007281989,엘리자베트,지은이: 김장수,푸른사상,파주,9791130823799,900,900 김72엘,ok,high,,,"자관 동일 저자 도서는 925(유럽사)로 분류되었으나, 자관 세목 분포에 920번대가 없고 900번대만 사용되므로 900으로 분류함."
288,EM197739,000007281990,왕과 책사,저자 : 김준태,믹스커피,,9791170437604,911.05,911.05 김77왕,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"저자기호 충돌(김76왕, 기존 EM121687 왕의 경영  : 수신에서 치국까지 정) → +1 조정"
289,EM197740,000007281991,우리가 미처 몰랐던 고려,박종기 지음,휴머니스트,서울,9791170875147,911.04,911.04 박75우,ok,high,,,
290,EM197741,000007281992,유럽 도시 기행 2,지은이: 유시민,생각의길,,9788965137702,920.4,920.4 유58유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,"사서의 분류 힌트(913)는 일본을 지칭하여 본서의 내용(유럽)과 상이하므로 배제함. 자관 내 1권의 분류번호(982.02)는 미국의 각지로 오기된 것으로 보이며, 본서는 유럽 도시 기행이므로 920.4(유럽 각 지)로 분류함."
291,EM197742,000007281993,유럽 도시 기행 3,지은이: 유시민 ;사진: 한경혜,생각의길,,9788965138310,818,818 유58유,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
292,EM197743,000007281994,이중석의 한국사 강의록,글: 이중석,다반,수원,9791194267669,911,911 이77이,ok,high,,,"저자기호 충돌(이76이, 기존 EM0158203 이주한의 한국사 혁명 :나, 우리의 ) → +1 조정"
293,EM197744,000007281995,일본 책방 도감,마사키 데쓰야 지음 ;백운숙 옮김,윌북,서울,9791155818992,836,836 마52일,ok,high,,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
294,EM197745,000007281996,일본에서 보내는 한 달,"김은덕,백종민 지음",어떤책,서울특별,9791189385736,913.05,913.05 김67일,ok,high,,,
295,EM197746,000007281997,일상 질문 사전,전성원 지음,유유,파주,9791167701602,900,900 전54일,ok,high,,,
296,EM197747,000007281998,좋은 전쟁,래너 미터 지음 ;유강은 옮김,언더스탠드,인천,9791199220515,911,911 미884좋,ok,high,,,사서가 제시한 923(스칸디나비아)은 내용과 맞지 않아 배제하고 911(중국)로 분류함. / 자관 세목 분포에 911 계열이 없으나 내용상 중국사가 명확하여 911을 부여함.
297,EM197748,000007281999,처음 만나는 지경학,"안민호,이용훈 지음",날(도서출판),,9791168104402,327,327 안38처,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,
298,EM197749,000007282000,"튀르키예, 역사로 여행하기",글 사진: 이수형,홍익포럼,대구,9791124682005,900,900 이56튀,ok,high,,,
299,EM197750,000007282001,필름과 전쟁,앨리스 러브조이 지음 ;윤종은 옮김,소소의책,,9791171650408,509,509 러47필,qa_failed,high,008/15-17 발행국 부호가 비어 있습니다(발행지 미확인). / 260 $a 발행지를 확인하지 못했습니다(needs_info).,,번역 정보 original_title를 웹 조사 결과에서 보충 / 번역 정보 original_author_native를 웹 조사 결과에서 보충
300,EM197751,000007282002,"한글, 불편한 진실",강명관 지음,푸른역사,서울,9791156123415,911.05,911.05 강34한,ok,high,,,
301,EM197752,000007282003,허균의 편지,허균 지음 ;노경희 옮김,교유서가,파주,9791124128862,816.5,816.5 허16허,ok,high,,,"자관 분포에 816류는 없으나, 813.5, 814.5 등 고전문학을 .5로 분류한 관례에 따라 816.5로 분류함. / 사서 힌트 813(소설)은 내용(편지글)과 맞지 않아 816(일기, 서간, 기행)으로 수정함."
