등록번호,서명,앞선KDC,권고KDC,재분류KDC,청구기호,반려유형,워커상태,확신도,판정,지적,분류경로
EM197699,이 완벽한 날,843.6,843,843,843 레49이,관 관행 위반,ok,high,통과,,8 문학 → 84 영미문학 → 843 소설
EM197700,이자만큼 성실하게,,,813.7,813.7 이55이,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197701,인간의 목소리,,,862,862 콕885인,,ok,high,통과,,8 문학 → 86 프랑스문학 → 862 희곡
EM197702,일리아스 좋아하세요?,,,814.7,814.7 하18일,,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197703,일상주의자의 감각,,,818,818 김68일,,ok,high,통과,,8 문학 → 81 한국문학 → 818 르포르타주 및 기타
EM197704,잘 우는 사람이 되고 싶어,,,818,818 정73잘,,ok,high,통과,,8 문학 → 81 한국문학 → 818 르포르타주 및 기타
EM197705,장안의 여지,,,823.7,823.7 마45장,,ok,high,통과,,8 문학 → 82 중국문학 → 823 소설 → 823.7 현대
EM197706,저 밖에서 비명 소리가,843.6,843,843,843 필75저,관 관행 위반,needs_info,high,통과,,8 문학 → 840 영미문학 → 843 소설
EM197707,절기 감각,814,814.7,814.7,814.7 이76절,세목 누락,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197708,조선 괴이 탐정단,,,813.7,813.7 정35조,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197709,"조선 소녀 탐정, 비야의 사건일지",,,813.7,813.7 이36조,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197710,존재의 대연쇄,,,813.7,813.7 단65존,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197711,"좋겠다, 아무것도 안 하고 월급 받으면",813.8,813.7,813.7,813.7 박54좋,대상독자 오판,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197712,죽음의 수용소 이후,186.5,186.5 유지 가능,186.5,186.5 프294죽,확인 필요,ok,high,WARN,[WARN] 앞선 분류 186.5 그대로 — 재작업으로 바뀌지 않음,"1 철학 → 180 윤리학, 도덕철학 → 186.5"
EM197713,죽음의 인연,800,833.6,833.6,833.6 오63죽,세목 누락(대분류),needs_info,high,통과,,8 문학 → 83 일본문학 → 833 소설 → 833.6 현대
EM197714,"지나간 계절 모두, 북해도",,,816.7,816.7 민44지,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 816 '일기, 서간, 기행816.3-.7은 810.903-.907과 같이 세분한다. 예: 조선시대의 일기 816.5'","8 문학 → 81 한국문학 → 816 일기, 서간, 기행 → 816.7 21세기"
EM197715,지상의 밤,,,813.7,813.7 임54지,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197716,진실과 보늬,,,813.7,813.7 설73진,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197717,진짜 새랑 눈이 마주쳤다니까요,814,814.7,814.7,814.7 이68진,세목 누락,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197718,집으로의 긴 여행,,,853,853 헤297집,,ok,high,통과,,8 문학 → 850 독일문학 → 853 소설
EM197719,책갈피와 거짓말의 계절,,,833.6,833.6 요194책,,ok,high,통과,,8 문학 → 83 일본문학 → 833 소설 → 833.6
EM197720,출근 인사,,,814.7,814.7 유97출,,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197721,코끼리를 목욕시키는 여자,,,823.7,823.7 화42코,,ok,high,통과,,8 문학 → 82 중국문학 → 823 소설 → 823.7 현대
EM197722,코헨을 듣는 시간,817,814.7,814.7,814.7 고64코,표목 불일치,needs_info,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197723,텅 빈 마음 가진 채로,,,813.7,813.7 김95텅,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197724,펀치 : 맞을수록 강해지는 만화 편집자 이야기,,,814.7,814.7 김93펀,,needs_info,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197725,평화로운 우리의 비건 식탁에 놀러 오세요,596.81,594.5,594.5,594.5 은64평,표목 불일치,needs_info,high,통과,,5 기술과학 → 590 가정학 및 가정생활 → 594 식품과 음료 → 594.5 요리
EM197726,폭염 대피소,,,813.8,813.8 박78폭,,ok,high,통과,,8 문학 → 81 한국문학 → 813 소설 → 813.8
EM197727,하터,,,813.7,813.7 이78하,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'","8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기, 2000-"
EM197728,한눈에 읽는 오디세이,813.7,881 또는 808,892.1,892.1 호34한,문학 언어 오배정,needs_info,high,INFO,[INFO] 권고(881 또는 808)와 다른 번호를 선택 — 근거 확인 필요,8 문학 → 890 기타 제문학 → 892 인도-유럽계문학 → 892.1 그리스문학
EM197729,한 장만 더 쓰고 한잔하러 가자,,,814.7,814.7 서15한,,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 814 '수필814.3-.7은 810.903-.907과 같이 세분한다. 예: 20세기수필 814.6',8 문학 → 81 한국문학 → 814 수필 → 814.7 21세기
EM197730,햇생강이 나오면,,,811.7,811.7 강66햇,,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 811 '시',8 문학 → 81 한국문학 → 811 시 → 811.7 21세기
EM197731,흔들리는 것들의 시선에서,,,813.7,813.7 이15흔,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 813 '소설야담, 고담을'",8 문학 → 81 한국문학 → 813 소설 → 813.7 21세기
EM197732,"다시, 마르크스를 읽어야 할 때",,,340.245,340.245 류23다,,ok,high,FAIL,[FAIL] 표목 불일치: 본표 '마르크스주의' ≠ 워커 '사적유물론',3 사회과학 → 340 경제학 → 340.245 사적유물론
EM197733,도슨트처럼 박물관 걷기,900,069 또는 903,069,069 로58도,세목 누락,ok,high,통과,,0 총류 → 069 박물관학
EM197734,물질이 일상에서 이렇게 문명을 바꿀 줄이야,,,909,909 홍68물,,ok,high,통과,,9 역사 → 900 역사 → 909 세계사
EM197735,살면서 딱 한 번 읽는 인물 한국사,,,911,911 박66살,,needs_info,high,통과,,9 역사 → 91 아시아사 → 911 한국
EM197736,세상에서 가장 짧은 중국사,911,912,912,912 제68세,표목 불일치,ok,high,통과,,9 역사 → 91 아시아사 → 912 중국
EM197737,슈타지랜드,900,925.4,925.1,925.1 펀24슈,세목 누락(대분류),ok,high,INFO,[INFO] 권고(925.4)와 다른 번호를 선택 — 근거 확인 필요,9 역사 → 925 독일 → 925.1 독일 동부
EM197738,엘리자베트,900,925 또는 928,925,925 김72엘,세목 누락(대분류),ok,high,WARN,[WARN] 표목 인용 미준수: 본표 '독일1866년에 독일 영토가 되었던 국가 및 지역에 대한 종합저작 및 중앙유' ≠ 워커 '독일과 중앙유럽' (번호는 권고와 일치),900 역사 → 920 유럽 → 925 독일과 중앙유럽
EM197739,왕과 책사,,,911,911 김76왕,,needs_info,high,통과,,9 역사 → 910 아시아 → 911 한국
EM197740,우리가 미처 몰랐던 고려,,,911.04,911.04 박75우,,ok,high,통과,,9 역사 → 91 아시아 역사 → 911 한국 역사 → 911.04 고려 시대
EM197741,유럽 도시 기행 2,920.4,982.02,982.02,982.02 유58유,총서 계승 실패,needs_info,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 982 '유럽지리지역구분표 –2에 따라 세분하다. 예: 영국지리 982.4',9 역사 → 98 지리 → 982 유럽지리
EM197742,유럽 도시 기행 3,818,982.02,982.02,982.02 유58유,총서 계승 실패,needs_info,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 982 '유럽지리지역구분표 –2에 따라 세분하다. 예: 영국지리 982.4',9 지리 → 98 각국지리 → 982 유럽지리 → 982.02
EM197743,이중석의 한국사 강의록,,,911,911 이77이,,ok,high,통과,,9 역사 → 91 아시아사 → 911 한국
EM197744,일본 책방 도감,836,981.302 또는 026,981.302,981.302 마52일,세목 부적합,ok,high,INFO,[INFO] 본표 미수록 조합번호 — 상위 981 '아시아지리지역구분표 –1에 따라 세분하다. 예: 한국지리 981.1',9 지리·역사 → 980 지리 → 981 아시아지리 → 981.302
EM197745,일본에서 보내는 한 달,913.05,981.302,981.302,981.302 김67일,표목 불일치,needs_info,low,INFO,[INFO] 본표 미수록 조합번호 — 상위 981 '아시아지리지역구분표 –1에 따라 세분하다. 예: 한국지리 981.1',9 지리 및 역사 → 98 지리 → 981 아시아지리 → 981.302 표목 미확인
EM197746,일상 질문 사전,900,909 또는 030,909,909 전54일,세목 누락,ok,high,통과,,"9 역사 → 909 세계사, 세계문화사"
EM197747,좋은 전쟁,911,912.07 또는 909,912.07,912.07 미884좋,표목 불일치,needs_info,low,WARN,"[WARN] 워커가 표목 미확인으로 표시(912.07, 본표 '중화민국시대, 최근세 1912-')",9 역사 → 912 중국 → 912.07 표목 미확인
EM197748,처음 만나는 지경학,327,322.8,322.8,322.8 안38처,세목 누락,needs_info,high,통과,,3 경제학 → 322 경제정책 → 322.8 국제경제
EM197749,"튀르키예, 역사로 여행하기",900,982.802,982.802,982.802 이56튀,세목 누락(대분류),needs_info,low,INFO,[INFO] 본표 미수록 조합번호 — 상위 982 '유럽지리지역구분표 –2에 따라 세분하다. 예: 영국지리 982.4',9 지리 → 982 유럽지리 → 982.8 표목 미확인 → 982.802 표목 미확인
EM197750,필름과 전쟁,509,509 유지 가능,509,509 러47필,확인 필요,needs_info,high,WARN,[WARN] 앞선 분류 509 그대로 — 재작업으로 바뀌지 않음,5 순수과학 → 500 순수과학 → 509 기술사
EM197751,"한글, 불편한 진실",911.05,711.09,711,711 강34한,세목 부적합,ok,high,INFO,[INFO] 권고(711.09)와 다른 번호를 선택 — 근거 확인 필요,"7 언어 → 71 한국어 → 711 음운, 음성, 문자"
EM197752,허균의 편지,,,816.5,816.5 허16허,,ok,high,INFO,"[INFO] 본표 미수록 조합번호 — 상위 816 '일기, 서간, 기행816.3-.7은 810.903-.907과 같이 세분한다. 예: 조선시대의 일기 816.5'","8 문학 → 81 한국문학 → 816 일기, 서간, 기행 → 816.5 고전"
